,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
100,"[28, 18, 80]",706972,en,"A man will become a criminal to save his family.  Director: Shawn Welling  Writer: Derek H. Potts  Stars: Tom Vera, Tom Sizemore, Lee Majors |",277.996,2021-01-22,Narco Sub,7.1,61
101,[18],718633,en,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",266.099,2021-11-17,Bruised,6.8,116
102,"[878, 28, 12]",24428,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",258.506,2012-04-25,The Avengers,7.7,25867
103,"[16, 10751, 35, 14]",360920,en,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,339.501,2018-11-08,The Grinch,6.8,2762
104,"[28, 12, 14]",464052,en,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.,249.881,2020-12-16,Wonder Woman 1984,6.6,6237
105,"[10749, 18]",613504,en,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.,255.591,2020-09-02,After We Collided,7.3,4333
106,"[12, 14, 10751]",674,en,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",234.047,2005-11-16,Harry Potter and the Goblet of Fire,7.8,16432
107,"[28, 878, 35, 10751]",454626,en,"Based on the global blockbuster videogame franchise from Sega, Sonic the Hedgehog tells the story of the world’s speediest hedgehog as he embraces his new home on Earth. In this live-action adventure comedy, Sonic and his new best friend team up to defend the planet from the evil genius Dr. Robotnik and his plans for world domination.",331.006,2020-02-12,Sonic the Hedgehog,7.4,7293
108,"[12, 14]",672,en,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",231.88,2002-11-13,Harry Potter and the Chamber of Secrets,7.7,17386
109,"[16, 35, 10751]",846214,en,Loki is banished from Asgard once again and must face his toughest opponents yet: the Simpsons and Springfield’s mightiest heroes. The God of Mischief teams up with Bart Simpson in the ultimate crossover event paying tribute to the Marvel Cinematic Universe of superheroes and villains.,202.842,2021-07-07,"The Simpsons: The Good, the Bart, and the Loki",7.6,455
110,"[28, 9648, 878, 53]",13811,en,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,274.872,2009-03-19,Knowing,6.1,4116
111,"[27, 53]",774021,en,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,258.3,2021-07-29,Demonic,4.8,89
112,"[16, 10751]",882206,en,Dazzling doll sisters Queen Bee and Royal Bee make their first movie with help from their fashionable friends in this one-of-a-kind magical adventure.,236.885,2021-10-08,LOL Surprise: The Movie,7.1,55
113,"[27, 53, 12, 9648]",522444,en,"An adventure-loving couple convince their friends to explore a remote, uncharted cave system in the forests of Northern Australia. With a tropical storm approaching, they abseil into the mouth of the cave, but when the caves start to flood, tensions rise as oxygen levels fall and the friends find themselves trapped. Unknown to them, the storm has also brought in a pack of dangerous and hungry crocodiles.",249.785,2020-07-09,Black Water: Abyss,5.1,292
114,[28],619297,en,"A devastated husband vows to bring justice to the people responsible for his wife's death while protecting the only family he has left, his daughter.",242.638,2021-08-18,Sweet Girl,6.9,736
115,"[10770, 53]",849938,en,"A woman agrees to help her husband pay off an extortionist, but when the blackmailer is murdered she becomes the prime suspect, and discovers that the man she married has been leading a deadly double life.",246.482,2021-07-10,Framed by My Husband,6.7,3
116,"[27, 28, 53]",602223,en,All the rules are broken as a sect of lawless marauders decides that the annual Purge does not stop at daybreak and instead should never end as they chase a group of immigrants who they want to punish because of their harsh historical past.,237.317,2021-06-30,The Forever Purge,7.4,1474
117,"[28, 14, 12]",458576,en,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",247.093,2020-12-03,Monster Hunter,6.9,2290
118,"[28, 878, 53]",848278,en,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",239.654,2021-08-26,Jurassic Hunt,5.0,161
119,"[28, 80, 18, 53]",539885,en,A black ops assassin is forced to fight for her own survival after a job goes dangerously wrong.,234.935,2020-07-02,Ava,5.7,1823
120,"[16, 878, 14, 28]",831405,en,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",241.849,2021-10-09,Injustice,8.0,392
121,"[12, 14]",673,en,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",217.598,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.0,17094
122,"[16, 35, 14, 10751]",508442,en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",241.53,2020-12-25,Soul,8.2,7317
123,"[28, 53]",825997,en,A former Marine races against time to save a group of hostages -- including his young daughter and a congressman — when armed militants take over his stepfather's store.,229.2,2021-06-11,Rogue Hostage,6.4,105
124,[27],632357,en,"Alice, a young hearing-impaired girl who, after a supposed visitation from the Virgin Mary, is inexplicably able to hear, speak and heal the sick. As word spreads and people from near and far flock to witness her miracles, a disgraced journalist hoping to revive his career visits the small New England town to investigate. When terrifying events begin to happen all around, he starts to question if these phenomena are the works of the Virgin Mary or something much more sinister.",243.026,2021-03-31,The Unholy,6.8,1448
125,"[35, 10751, 16]",587807,en,"Tom the cat and Jerry the mouse get kicked out of their home and relocate to a fancy New York hotel, where a scrappy employee named Kayla will lose her job if she can’t evict Jerry before a high-class wedding at the hotel. Her solution? Hiring Tom to get rid of the pesky mouse.",231.782,2021-02-11,Tom & Jerry,7.1,1857
126,[27],760195,en,A young girl finds solace in her artist father and the ghost of her dead mother.,232.353,2021-04-30,Separation,5.9,86
127,"[12, 14]",12444,en,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",216.927,2010-10-17,Harry Potter and the Deathly Hallows: Part 1,7.8,15323
128,"[16, 35, 9648, 10751, 14]",843906,en,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",231.804,2021-09-14,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,8.3,241
